+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
Muddy Puddles. | 泥坑
Later... | 稍后吧。。。
Look! There's a little duck pond! | 瞧！那里的池塘有群小鸭子！
Mummy, can we feed the ducks? | 妈妈，我们可以喂那些鸭子吗？
Yes, you can feed them therest of the bread. | 当然，你们可以用剩余的面包喂他们。
Peppa and George love feeding bread to ducks. | 佩奇和乔治喜欢喂面包给鸭子。
Mummy, I think they want some more. | 妈妈，我想他们想要更多一些。
That was the last of the bread. | 这是最后一块面包了。
I'm sure they've had enough. | 我相信他们已经吃饱了。
Sorry, Mrs. Duck,we've no more bread. | 对不起，鸭子女士，我们没有更多的面包了。
The ducks want more food. | 鸭子们想要更多的食物。
So much for Daddy Pig and his exercise! | 猪爸爸只是说说要锻炼！
Eh? What? | 呃？怎么了？
You lot again! | 你们又来了！
Peppa told you;there's no more bread! | 佩奇，已经告诉你们：没有面包了！
Mummy, we do have strawberry cake! | 妈妈，我们还有草莓蛋糕嘛！
Well, if there's any cake left over, | 好的，如果有剩余的蛋糕，
you can give it to the ducks. | 你可以分些给鸭子们。
Everyone likes Mummy Pig'shome-made strawberry cake! | 每个人都喜欢猪妈妈亲手做的草莓蛋糕！
Everyone likes Mummy Pig'shome-made strawberry cake! | 每个人都喜欢猪妈妈亲手做的草莓蛋糕！
Eeek! A wasp! | 啊！一只黄蜂！
I hate wasps! Shooooo! | 我讨厌黄蜂！嘘~！
What a fuss, Mummy Pig! | 不要小题大作，猪妈妈！
It's only a little wasp! | 它只是一只小小的黄蜂而已！
Go away, wasp! | 走开，黄蜂！
Just stay still, Mummy Pig. | 只要呆着别动，猪妈妈。
Then it will fly away. | 然后它就会飞走的。
There! You see,all you had to do is stay still! | 飞走了！你看，你只要呆着别动就行了！
Eh! Get away! | 呃！快走开！
Scram! Whoa... Help! Whooooaaa! | 滚开！呜啊。。。救命！呜啊~~！
Shhooo! Get it off me! Whoooa! Arrgh! | 嘘~~！不要跟着我！呜~~啊！啊！
I hope the wasp doesn't sting Daddy. | 我希望黄蜂没有叮到爸爸。
Whooa! Get away, you little pest! | 呜~啊！快走开，你这只小虫子！
No, Daddy is running too fastfor the wasp to catch him. | 不会的，爸爸跑得很快黄蜂追不上他。
Whoooa! Arrgh! Shooo! | 呜~啊！啊！嘘~！
Let's eat our cakebefore the wasp comes back. | 趁黄蜂还没回来，我们吃蛋糕吧。
Oh, no! we forgot to leaveany for the ducks! | 哦，不！我们忘记了留些给鸭子们了！
I think I lost it! | 我想我逃脱掉了！
You said you would run around and get some exercise, | 你不是说过你要跑跑做些运动的吗？
Daddy Pig! But I didn'tbelieve you'd do it! | 猪爸爸！但是我没有想到你做到了！
Luckily, I managed to hang on to my slice of strawberry cake! | 幸好，我紧紧抓住了我的草莓蛋糕！
Stop, Daddy! | 不要动，爸爸！
We promised the rest of the cake for the ducks! | 我们答应了剩下的蛋糕要分给鸭子们的！
Oh. | 哦。
You are very lucky ducks. | 你们真是很幸运的鸭子。
Say ''thank you'' to Daddy Pig. | 向猪爸爸说声“谢谢!”
You're most welcome. | 你们不要客气！
It's time to go home.Say goodbye to the ducks. | 是时候回家了。跟鸭子们说声再见。
Bye bye, ducks. | 再见，鸭子们。
See you next time! | 下次再见了！
I'm Peppa Pig. | 我是佩奇。
This is my little brother, George. | 这是我的弟弟，乔治。
+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
Mummy Pig's Birthday! | 猪妈妈的生日
Today is Mummy Pig's birthday. | 今天是猪妈妈的生日。
Daddy Pig has made Mummy Pig breakfast in bed. | 猪爸爸给猪妈妈做了一份早餐端来。
Happy birthday, Mummy Pig! | 生日快乐，猪妈妈！
Peppa and George have made Mummy Pig a birthday card. | 佩奇和乔治给猪妈妈做了一张生日卡。
Happy Birthday, Mummy! | 生日快乐，妈妈！
Ooh! What a lovely birthday surprise! | 哦！多么好的生日惊喜！
And there are more surprises to come! | 还有更多的惊喜接着来哦！
Enjoy your birthday breakfast! | 请享用你的生日早餐！
Take your time. | 慢慢吃哦。
Mmm! Yummy! | 嗯！美味！
Quick! We have to geteverything else ready! | 快！我们得准备好其他的事了！
Daddy Pig has made a birthday cake for Mummy Pig. | 猪爸爸给猪妈妈做了一个生日蛋糕。
We've just got to put the candles on! | 我们要放上蜡烛！
One.. Two | 一。。。二
Here I come! | 我来了！
Mummy Pig has finished her birthday breakfast. | 猪妈妈吃完了她的生日早餐了。
Mummy's coming! | 妈妈来了！
Oh, no. we're not ready yet. | 哦，不行。我们还没有准备好呢。
Err. Who is it? | 呃。是谁呀？
It's Mummy. Can I come in? | 是妈妈。我可以进来吗？
No! No! | 不行！不行！
Is there something secret going on? | 是不是有什么秘密啊？
Er, no, nothing's going on.But you can't come in. | 呃，没有，什么也没有。但是你不能进来。
I see. | 我明白了。
Mummy Pig, why don't yourelax in the sitting room? | 猪妈妈，为什么你不在客厅里休息一下？
That sounds nice. | 听起来不错哦。
Well, it is your birthday! | 好了，今天是你的生日！
Ok, Peppa, I think I knowwhere the sitting room is! | 行了，佩奇，我想我知道客厅在哪的！
Here's a nice magazine. | 这是好看的杂志。
Thank you, Peppa. | 谢谢你，佩奇。
And here's some pretty music. | 这是美妙的音乐。
Thank you, Peppa. | 谢谢你，佩奇。
We need the same number of candles as Mummy's age. | 我们需要插上与妈妈年龄一样多的蜡烛。
One... two... three... | 一。。。二。。。三。。。
Oh, dear. We haven't gotnearly enough candles. | 哦，糟糕。我们没有足够的蜡烛。
Daddy? How old is Mummy? | 爸爸？妈妈有多老了？
I'll whisper it in your ear. | 我在你耳边悄声告诉你。
Wow! Really old! | 哇！真的好老哦！
You know, I thinkthree candles will be fine. | 你知道吗，我想也许三支蜡烛就好了。
Mummy Pig's birthday cake is ready! | 猪妈妈的生日蛋糕准备好了！
Hurray! | 好耶！
We just have to put up the decorations in the sitting room. | 我们还要装饰一下客厅。
Hello, Mummy! | 你好，妈妈！
Ah, there you all are!I was getting a little bored. | 啊，你们都在啊！我感觉有点无聊了！
Mummy? Would you like to have a nice walk in the garden? | 妈妈？你想不想去花园里走走？
Do I have any choice? | 我还有别的选择吗？
Nope! | 没有！
Bye bye, Mummy! Have a lovely walk! | 再见，妈妈！好好散散步吧！
We'll call you when it's safeto come back in. | 等可以回来时我们会叫你的。
I'd forgotten what hard workbirthdays were! | 我都忘记了过个生日还是很麻烦的。
Daddy Pig, Peppa and Georgeare decorating the sitting room. | 猪爸爸，佩奇，乔治在装饰客厅。
This is fun! | 这很有趣！
Granny and Grandpa Pig have arrived for Mummy Pig's birthday. | 奶奶，爷爷也来庆祝猪妈妈的生日。
Happy Birthday, Mummy Pig! | 生日快乐，猪妈妈！
Aren't you coming inside? | 你为什么不进去呢？
Oh, I can't come in yet. | 哦，我还不能进去。
Daddy Pig, Peppa and George are doing secret things for my birthday. | 猪爸爸，佩奇和乔治正在秘密地准备我的生日。
How lovely! See you later! | 你真贴心！一会见！
Bye! | 再见！
Mummy! Would you like to come inside now? | 妈妈！你现在想进来吗？
I'd love to. | 我很想进来了。
Close your eyes! | 闭上眼睛！
Keep your eyes closed, Mummy! | 眼睛要一直闭着哦，妈妈！
One... two... three...Open your eyes! | 一。。。二。。。三。。。睁开眼睛吧！
Happy Birthday, Mummy Pig! | 生日快乐，猪妈妈！
What a lovely surprise! | 多么愉快的惊喜！
Blow the candles out and make a wish! | 快吹蜡烛许个愿吧！
Mummy, Mummy, open your present! | 妈妈，妈妈，打开你的礼物！
Can you guess what it is? | 你能猜到它是什么东西吗？
I've no idea! | 我猜不到！
Open it and see. | 打开看看。
It's a beautiful dress! | 原来是一条漂亮的裙子！
You're beautiful, Mummy! | 你好漂亮哦，妈妈！
Now you just need somewhere nice to wear it. | 现在你正好穿上它出去了。
What's this? | 为什么？
Two tickets to the theater! Tonight! | 二张电影票！今晚的！
Thank you! | 谢谢你！
Mummy Pig loves going to the theater. | 猪妈妈最喜欢去电影院。
And Granny Pig and I are going to baby-sit the little ones. | 猪奶奶和我会照顾小猪们的。
Hurray! | 好耶！
What a super birthday! | 多棒的生日！
I'm the luckiest Mummyin the whole world! | 我是世上最幸运的妈妈！
And the most beautiful! | 也是最漂亮的妈妈！
+++++++此为分集分割线+++++++
+++++++此为分集分割线+++++++
Dressing Up! | 装扮游戏!
Peppa and George are playing in Mummy and Daddy's bedroom. | 佩奇和乔治在妈妈和爸爸的卧室里玩。
What's this? | 这是什么？
Peppa has found a box of old clothes. | 佩奇找到了一箱旧衣服。
Wow! This is Daddy's hat. | 哇！这是爸爸的帽子。
And this is Mummy's dress. | 这是妈妈的裙子。
George! Let's dress up andpretend to be Mummy and Daddy. | 乔治！让我们装扮成妈妈和爸爸。
Here is Daddy's hat. | 这是爸爸的帽子。
And here is Daddy's coat. | 这是爸爸是大衣。
Hello, Daddy Pig. | 你好，猪爸爸。
Now it's my turn.This is Mummy's dress. | 现在轮到我了。这是妈妈的裙子。
This is Mummy's hat. | 这是妈妈的帽子。
Daddy Pig! Where are your shoes? | 猪爸爸！你的鞋子呢？
I need some shoes, too. | 我也要穿鞋子。
Now I need to look beautiful,just like Mummy. | 现在，我需要看上去像妈妈一样漂亮。
Peppa has found Mummy's make-up box. | 佩奇找到了妈妈的化妆盒。
Aha! | 啊哈！
First, some powder. Lovely!Now for some lipstick. | 首先，扑些粉底。非常好看！现在涂些口红。
What a pretty Mummy Pig! | 好漂亮的猪妈妈！
Come along, Daddy Pig.It's time to go to work. | 来吧，猪爸爸。是时候去工作了。
Mummy is working on her computer. | 妈妈正在电脑前工作。
Hello, Peppa. Hello, George. | 你好，佩奇。你好，乔治。
I beg your pardon? | 抱歉，请你再说一遍。
Peppa, I was just saying ''hello''. | 佩奇，我刚才不是说“你好”了吗？
I'm not Peppa Pig. I'm Mummy Pig. | 我不是佩奇。我是猪妈妈。
Oh, yes! Of course.Hello, Mummy Pig. | 哦，是的！的确这样，你好，猪妈妈。
Hello, and this is Daddy Pig.George! | 你好，这是猪爸爸。乔治！
And hello to you, too, Daddy Pig. | 你好啊，猪爸爸。
Excuse me; I've got a lot of work to do! | 不好意思；我还有很多的工作要做！
Hello? Yes, do this, do that. | 喂？是的，做这个，做那个。
No, thank you, goodbye. | 不，谢谢你，再见。
Peppa is enjoying pretending to be Mummy Pig. | 佩奇很享受扮演成猪妈妈。
But George is getting a bit bored. | 但是乔治开始觉得有点无聊了。
Sorry, Daddy Pig, I'm nearlyfinished. There! All done! | 对不起，猪爸爸，我快完成了。好了，完成！
Come on, Daddy Pig, it's timeyou did some work. | 来吧，猪爸爸，是时候你干活了。
Goodbye, Mummy Pig and Daddy Pig. | 再见，猪妈妈和猪爸爸。
Goodbye. | 再见。
Daddy Pig is digging in the garden. | 猪爸爸正在花园挖坑。
Hello, Peppa. Hello, George. | 你好，佩奇。你好，乔治。
I'm not Peppa! I'm Mummy Pig and this is Daddy Pig! | 我不是佩奇！我是猪妈妈，而这是猪爸爸！
Daddy pig is here to do some work. | 猪爸爸来这里干活的。
That's very kind of you, Daddy Pig. | 你真好，猪爸爸。
Now, be careful, it's a very deep hole. | 现在，要小心哦，它是一个很深的坑。
I do hope you are not digging in your best clothes, Daddy Pig. | 我真希望挖坑没弄脏你最好的衣服，猪爸爸。
I want to make big snorts, too. | 我也想发出这么响的鼻鼾声。
Ice cream, everyone. | 大家，雪糕来了。
Ice cream! | 雪糕！
Peppa! George! | 佩奇！乔治！
You must take off those muddy clothes before you eat. | 在吃之前，你们必须脱掉身上的脏衣服。
I'm Mummy Pig and this is Daddy Pig. | 我是猪妈妈，而这是猪爸爸。
Are you sure? | 你确信？
Yes. | 是的。
So, where are Peppa and George? | 那么，佩奇和乔治去哪了？
We don't know. | 我们不知道。
Oh, well, that's a shame becauseI've got their favorite ice cream here. | 哦，好吧，真可惜了我还准备了他们最喜欢的雪糕。
But if we can't find them, | 但是如果我们找不到他们，
then... | 那么。。。
Here we are! | 我们在这！
